记录编号,问卷编号,性别,年龄,出生年份,户口类型,教育程度,婚姻状况,家庭人数,个人年收入,劳动收入,当前社会阶层_1到10,十年前社会阶层,十年后预期阶层,14岁家庭阶层,主观社会经济地位_上层到下层,知足感_与人比较,家庭收入满意度,朋友数量比较,运气比较_比别人差,吃亏感_与人比较,幸福感,逛街购物频率,上网频率,社会比较倾向,经济不满意度,地位提升期望,相对剥夺感,抽样权重
6678,6678.0,2.0,53.0,1968.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,5.0,60.0,100.0,0.0,33.33333333333333,0.359833151102066
6683,6683.0,1.0,19.0,2002.0,1.0,12.0,1.0,3.0,3000.0,0.0,3.0,2.0,6.0,4.0,3.0,5.0,5.0,2.0,1.0,3.0,0.0,3.0,1.0,40.0,20.0,33.33333333333333,40.0,0.6456851959228516
6686,6686.0,2.0,21.0,2000.0,1.0,12.0,1.0,0.0,5000000.0,5000000.0,5.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0,50.0,60.0,11.11111111111111,53.333333333333336,0.7443962693214417
6690,6690.0,1.0,29.0,1992.0,1.0,4.0,3.0,3.0,20000.0,20000.0,5.0,6.0,8.0,4.0,3.0,5.0,4.0,1.0,3.0,2.0,0.0,3.0,1.0,30.0,40.0,33.33333333333333,40.0,3.61887526512146
6695,6695.0,1.0,38.0,1983.0,1.0,4.0,3.0,6.0,1170.0,0.0,5.0,8.0,5.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,80.0,0.0,40.0,1.6366316080093384
6696,6696.0,1.0,71.0,1950.0,1.0,3.0,7.0,3.0,11200.0,10000.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,5.0,30.0,20.0,0.0,40.0,0.6036099195480347
6700,6700.0,2.0,31.0,1990.0,1.0,11.0,3.0,1.0,70000.0,70000.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,50.0,60.0,0.0,66.66666666666666,0.7672494649887085
6704,6704.0,2.0,67.0,1954.0,1.0,1.0,7.0,0.0,1000.0,1000.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,0.0,4.0,5.0,40.0,20.0,0.0,66.66666666666666,0.220629796385765
6707,6707.0,2.0,59.0,1962.0,1.0,6.0,3.0,1.0,20000.0,20000.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,2.0,30.0,20.0,0.0,40.0,0.3874530792236328
6709,6709.0,2.0,67.0,1954.0,8.0,3.0,3.0,1.0,20000.0,0.0,7.0,6.0,8.0,6.0,3.0,5.0,5.0,5.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,11.11111111111111,60.0,0.5633572340011597
6710,6710.0,1.0,67.0,1954.0,1.0,3.0,3.0,1.0,20000.0,0.0,5.0,4.0,6.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,5.0,5.0,30.0,40.0,11.11111111111111,40.0,0.7232084274291992
6716,6716.0,1.0,75.0,1946.0,1.0,1.0,3.0,10.0,3000.0,0.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,46.666666666666664,0.2540954351425171
6718,6718.0,2.0,80.0,1941.0,1.0,3.0,3.0,5.0,3000.0,0.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,0.0,5.0,5.0,40.0,20.0,0.0,53.333333333333336,0.7394415140151978
6724,6724.0,2.0,41.0,1980.0,1.0,9.0,3.0,1.0,70000.0,70000.0,5.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,0.0,3.0,1.0,80.0,40.0,0.0,53.333333333333336,1.1712267398834229
6728,6728.0,2.0,56.0,1965.0,1.0,1.0,3.0,2.0,5000.0,5000.0,4.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,0.0,5.0,5.0,80.0,60.0,11.11111111111111,86.66666666666667,0.2722596228122711
6731,6731.0,1.0,48.0,1973.0,1.0,7.0,3.0,2.0,20000.0,20000.0,3.0,5.0,3.0,8.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,40.0,80.0,0.0,40.0,1.2422045469284058
6736,6736.0,2.0,35.0,1986.0,1.0,4.0,3.0,2.0,5000000.0,5000000.0,7.0,6.0,9.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,1.0,50.0,40.0,22.22222222222222,53.333333333333336,1.886836051940918
6739,6739.0,2.0,25.0,1996.0,1.0,13.0,1.0,1.0,5000000.0,5000000.0,5.0,4.0,7.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,40.0,40.0,22.22222222222222,40.0,0.7516451478004456
6742,6742.0,2.0,67.0,1954.0,1.0,1.0,3.0,1.0,1000.0,0.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,0.0,5.0,5.0,50.0,60.0,0.0,60.0,0.220629796385765
6744,6744.0,2.0,32.0,1989.0,1.0,4.0,3.0,2.0,10000.0,10000.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,50.0,60.0,0.0,60.0,2.3772497177124023
6748,6748.0,1.0,53.0,1968.0,1.0,4.0,2.0,3.0,20000.0,4500.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,50.0,80.0,11.11111111111111,53.333333333333336,1.2264381647109983
6761,6761.0,1.0,28.0,1993.0,1.0,6.0,3.0,2.0,120000.0,120000.0,5.0,3.0,6.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,0.0,4.0,1.0,60.0,40.0,11.11111111111111,73.33333333333333,1.9397382736206052
6762,6762.0,1.0,71.0,1950.0,1.0,4.0,3.0,4.0,1200.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,1.0,50.0,40.0,0.0,66.66666666666666,0.627627432346344
6763,6763.0,1.0,57.0,1964.0,1.0,3.0,3.0,8.0,8000.0,7000.0,8.0,6.0,10.0,6.0,3.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,30.0,40.0,22.22222222222222,53.333333333333336,0.892448365688324
6769,6769.0,1.0,58.0,1963.0,1.0,6.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,1.0,50.0,40.0,0.0,66.66666666666666,0.7361397743225098
6770,6770.0,1.0,70.0,1951.0,1.0,3.0,3.0,5.0,2200.0,1000.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,0.0,5.0,5.0,50.0,60.0,0.0,66.66666666666666,0.8933448791503906
6775,6775.0,2.0,51.0,1970.0,1.0,3.0,3.0,2.0,8000.0,8000.0,2.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,0.0,4.0,1.0,60.0,80.0,0.0,66.66666666666666,0.9188011288642884
6776,6776.0,2.0,70.0,1951.0,1.0,1.0,3.0,3.0,1500.0,0.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,4.0,0.0,3.0,5.0,70.0,100.0,0.0,60.0,0.1841439604759216
6778,6778.0,1.0,49.0,1972.0,1.0,3.0,3.0,2.0,3000.0,700.0,8.0,3.0,6.0,4.0,3.0,4.0,5.0,5.0,2.0,2.0,0.0,3.0,5.0,40.0,20.0,0.0,60.0,1.5059680938720703
6783,6783.0,1.0,29.0,1992.0,1.0,4.0,1.0,6.0,40000.0,40000.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,6.0,5.0,5.0,0.0,4.0,1.0,60.0,40.0,0.0,100.0,2.4451804161071777
6787,6787.0,1.0,53.0,1968.0,1.0,10.0,3.0,4.0,80000.0,70000.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,30.0,40.0,11.11111111111111,40.0,1.1455050706863403
6788,6788.0,2.0,60.0,1961.0,1.0,4.0,3.0,4.0,5000000.0,5000000.0,6.0,6.0,6.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,0.0,5.0,5.0,80.0,20.0,0.0,66.66666666666666,1.1501234769821167
6790,6790.0,2.0,31.0,1990.0,1.0,12.0,3.0,4.0,70000.0,70000.0,4.0,2.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,0.0,3.0,1.0,40.0,40.0,22.22222222222222,53.333333333333336,0.7672494649887085
6791,6791.0,1.0,56.0,1965.0,1.0,3.0,3.0,2.0,50000.0,50000.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,0.0,5.0,1.0,40.0,60.0,0.0,53.333333333333336,0.892448365688324
6792,6792.0,2.0,67.0,1954.0,1.0,3.0,7.0,0.0,23000.0,23000.0,5.0,4.0,5.0,2.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,5.0,1.0,20.0,40.0,0.0,40.0,0.5633572340011597
6797,6797.0,1.0,64.0,1957.0,1.0,4.0,3.0,2.0,30000.0,20000.0,5.0,1.0,10.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,55.55555555555556,60.0,0.997612476348877
6799,6799.0,1.0,40.0,1981.0,1.0,6.0,6.0,5.0,50000.0,50000.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,0.0,4.0,1.0,70.0,80.0,22.22222222222222,86.66666666666667,1.2770293951034546
6800,6800.0,2.0,35.0,1986.0,1.0,3.0,3.0,4.0,5000000.0,5000000.0,3.0,1.0,7.0,1.0,3.0,5.0,3.0,6.0,1.0,4.0,0.0,4.0,1.0,50.0,60.0,44.44444444444444,66.66666666666666,1.8146324157714844
6814,6814.0,1.0,58.0,1963.0,1.0,1.0,3.0,3.0,2000.0,2000.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,0.0,5.0,5.0,70.0,80.0,0.0,80.0,0.3495125770568847
6815,6815.0,2.0,82.0,1939.0,1.0,1.0,7.0,3.0,5000000.0,0.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,5.0,5.0,0.0,4.0,5.0,90.0,100.0,0.0,93.33333333333333,0.4285938143730163
6816,6816.0,2.0,70.0,1951.0,1.0,3.0,7.0,3.0,0.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,5.0,5.0,50.0,40.0,11.11111111111111,53.333333333333336,0.470194548368454
6818,6818.0,2.0,43.0,1978.0,1.0,3.0,3.0,4.0,0.0,0.0,5.0,5.0,0.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,50.0,40.0,0.0,40.0,1.2059909105300903
6823,6823.0,2.0,40.0,1981.0,1.0,12.0,3.0,4.0,0.0,0.0,5.0,3.0,8.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,0.0,3.0,1.0,30.0,40.0,33.33333333333333,60.0,0.5989813208580017
6828,6828.0,2.0,59.0,1962.0,1.0,4.0,3.0,1.0,40000.0,40000.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,1.0,60.0,40.0,0.0,73.33333333333333,0.7228516936302185
6840,6840.0,2.0,43.0,1978.0,1.0,7.0,1.0,0.0,300000.0,300000.0,7.0,5.0,7.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,1.0,60.0,40.0,0.0,73.33333333333333,0.9947683811187744
6841,6841.0,2.0,55.0,1966.0,4.0,1.0,3.0,4.0,0.0,30000.0,10.0,1.0,10.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,5.0,30.0,60.0,0.0,33.33333333333333,0.2722596228122711
6842,6842.0,2.0,32.0,1989.0,4.0,3.0,3.0,4.0,0.0,0.0,7.0,6.0,7.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,0.0,40.0,1.5447829961776731
6843,6843.0,2.0,25.0,1996.0,4.0,7.0,3.0,6.0,0.0,0.0,5.0,8.0,5.0,8.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,60.0,1.020942449569702
6847,6847.0,2.0,38.0,1983.0,1.0,13.0,3.0,0.0,400000.0,400000.0,5.0,6.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,0.5030973553657532
6852,6852.0,2.0,48.0,1973.0,4.0,1.0,3.0,3.0,0.0,0.0,5.0,4.0,9.0,1.0,4.0,5.0,1.0,5.0,5.0,6.0,0.0,5.0,5.0,60.0,100.0,44.44444444444444,100.0,0.4594269394874573
6853,6853.0,1.0,23.0,1998.0,4.0,7.0,1.0,3.0,35000.0,35000.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,3.0,2.0,30.0,40.0,22.22222222222222,40.0,1.0723310708999634
6854,6854.0,1.0,57.0,1964.0,4.0,3.0,3.0,3.0,10000.0,0.0,6.0,2.0,6.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,0.0,5.0,1.0,30.0,60.0,0.0,46.666666666666664,0.892448365688324
6856,6856.0,2.0,59.0,1962.0,1.0,3.0,3.0,1.0,20000.0,20000.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,5.0,4.0,50.0,40.0,11.11111111111111,66.66666666666666,0.6951900720596313
6859,6859.0,2.0,33.0,1988.0,1.0,12.0,3.0,2.0,120000.0,100000.0,5.0,2.0,6.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,0.0,4.0,1.0,30.0,60.0,11.11111111111111,60.0,0.7672494649887085
6860,6860.0,1.0,67.0,1954.0,1.0,3.0,7.0,1.0,20000.0,20000.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,5.0,40.0,20.0,11.11111111111111,60.0,0.7232084274291992
6865,6865.0,1.0,85.0,1936.0,1.0,3.0,7.0,3.0,6000.0,0.0,5.0,5.0,8.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,5.0,50.0,20.0,33.33333333333333,53.333333333333336,1.4048988819122314
6867,6867.0,2.0,47.0,1974.0,1.0,4.0,3.0,2.0,5000.0,5000.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,0.0,3.0,1.0,30.0,20.0,11.11111111111111,46.666666666666664,1.2197810411453247
6874,6874.0,1.0,47.0,1974.0,1.0,4.0,3.0,4.0,40000.0,40000.0,9.0,8.0,9.0,6.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,0.0,40.0,1.5658897161483765
6875,6875.0,2.0,55.0,1966.0,1.0,4.0,3.0,1.0,35000.0,35000.0,5.0,1.0,7.0,1.0,3.0,5.0,4.0,5.0,2.0,5.0,0.0,4.0,1.0,60.0,40.0,22.22222222222222,80.0,0.7228516936302185
6879,6879.0,2.0,47.0,1974.0,1.0,3.0,3.0,2.0,20000.0,20000.0,8.0,6.0,9.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,0.0,3.0,1.0,40.0,20.0,11.11111111111111,46.666666666666664,1.173103094100952
6882,6882.0,1.0,66.0,1955.0,1.0,4.0,3.0,1.0,13000.0,7000.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,3.0,0.0,5.0,1.0,40.0,60.0,0.0,66.66666666666666,0.7519850730895996
6888,6888.0,1.0,56.0,1965.0,1.0,3.0,6.0,1.0,1000.0,1000.0,6.0,4.0,8.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,5.0,5.0,20.0,80.0,22.22222222222222,20.0,0.892448365688324
6891,6891.0,1.0,24.0,1997.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,5.0,1.0,30.0,20.0,0.0,60.0,1.0723310708999634
6894,6894.0,1.0,51.0,1970.0,1.0,4.0,3.0,1.0,10000.0,10000.0,6.0,7.0,6.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,20.0,0.0,0.0,20.0,1.2264381647109983
6899,6899.0,2.0,50.0,1971.0,1.0,6.0,3.0,3.0,5000000.0,5000000.0,6.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,2.0,0.0,3.0,1.0,30.0,80.0,0.0,73.33333333333333,0.7578774094581604
6914,6914.0,1.0,70.0,1951.0,3.0,1.0,7.0,0.0,13000.0,13000.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,2.0,40.0,20.0,11.11111111111111,60.0,0.2363941520452499
6916,6916.0,1.0,38.0,1983.0,1.0,13.0,1.0,2.0,500000.0,500000.0,6.0,4.0,7.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,0.0,3.0,1.0,60.0,60.0,11.11111111111111,86.66666666666667,0.645849883556366
6918,6918.0,1.0,50.0,1971.0,1.0,13.0,3.0,1.0,5000000.0,5000000.0,6.0,4.0,8.0,6.0,2.0,5.0,5.0,3.0,2.0,4.0,0.0,4.0,1.0,50.0,20.0,22.22222222222222,60.0,0.4839793145656585
6919,6919.0,1.0,38.0,1983.0,1.0,12.0,3.0,1.0,400000.0,400000.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,0.0,4.0,1.0,40.0,40.0,11.11111111111111,60.0,0.781762421131134
6921,6921.0,1.0,43.0,1978.0,1.0,13.0,3.0,1.0,310000.0,310000.0,6.0,6.0,7.0,6.0,3.0,2.0,3.0,4.0,3.0,2.0,0.0,4.0,1.0,60.0,60.0,11.11111111111111,60.0,0.6352574229240417
6924,6924.0,2.0,46.0,1975.0,1.0,4.0,3.0,4.0,15000.0,15000.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,40.0,1.2197810411453247
6925,6925.0,1.0,56.0,1965.0,1.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0,5.0,3.0,5.0,0.0,3.0,1.0,100.0,60.0,0.0,86.66666666666667,0.7361397743225098
6926,6926.0,2.0,70.0,1951.0,1.0,12.0,3.0,1.0,120000.0,5000000.0,7.0,7.0,8.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,0.0,3.0,1.0,50.0,80.0,11.11111111111111,53.333333333333336,0.2335322648286819
6928,6928.0,2.0,54.0,1967.0,1.0,4.0,3.0,2.0,24000.0,0.0,5.0,7.0,5.0,9.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,30.0,60.0,0.0,40.0,1.4139338731765747
6930,6930.0,1.0,81.0,1940.0,1.0,6.0,3.0,7.0,100000.0,0.0,4.0,4.0,4.0,7.0,4.0,5.0,5.0,3.0,3.0,1.0,0.0,5.0,2.0,20.0,20.0,0.0,46.666666666666664,0.7829976081848145
6931,6931.0,1.0,24.0,1997.0,1.0,12.0,1.0,2.0,0.0,0.0,6.0,4.0,7.0,6.0,3.0,5.0,5.0,3.0,5.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,66.66666666666666,0.9556162357330322
6936,6936.0,2.0,54.0,1967.0,1.0,6.0,3.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,5.0,0.0,4.0,1.0,60.0,20.0,11.11111111111111,60.0,0.5120779275894165
6938,6938.0,1.0,25.0,1996.0,4.0,12.0,1.0,3.0,100000.0,100000.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,60.0,80.0,11.11111111111111,53.333333333333336,0.7891737818717957
6949,6949.0,1.0,27.0,1994.0,1.0,12.0,1.0,2.0,140000.0,140000.0,3.0,1.0,4.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,11.11111111111111,60.0,1.1679774522781372
6953,6953.0,1.0,69.0,1952.0,1.0,4.0,7.0,0.0,42000.0,42000.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,0.0,2.0,5.0,40.0,20.0,0.0,46.666666666666664,1.1129382848739624
6959,6959.0,1.0,52.0,1969.0,1.0,12.0,3.0,2.0,120000.0,120000.0,10.0,10.0,10.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,4.0,1.0,20.0,20.0,0.0,20.0,0.5858269929885864
6961,6961.0,1.0,61.0,1960.0,1.0,6.0,3.0,3.0,60000.0,60000.0,6.0,8.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,1.0,60.0,20.0,0.0,100.0,0.5347256064414978
6963,6963.0,2.0,63.0,1958.0,1.0,6.0,3.0,4.0,34000.0,5000000.0,5.0,3.0,6.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,11.11111111111111,40.0,0.4165358245372772
6964,6964.0,2.0,70.0,1951.0,1.0,3.0,7.0,5.0,15000.0,5000000.0,5.0,5.0,5.0,1.0,3.0,5.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,20.0,20.0,0.0,20.0,0.470194548368454
6967,6967.0,1.0,23.0,1998.0,3.0,7.0,1.0,0.0,60000.0,50000.0,4.0,1.0,6.0,1.0,4.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0,1.0,60.0,20.0,22.22222222222222,60.0,1.5870540142059326
6968,6968.0,2.0,75.0,1946.0,1.0,3.0,7.0,1.0,8400.0,0.0,1.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,5.0,60.0,20.0,0.0,100.0,0.7479982972145081
6970,6970.0,2.0,64.0,1957.0,3.0,3.0,3.0,1.0,15000.0,0.0,7.0,4.0,8.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,60.0,1.1061114072799685
6972,6972.0,1.0,33.0,1988.0,1.0,4.0,3.0,1.0,60000.0,50000.0,5.0,9.0,7.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,0.0,5.0,1.0,40.0,40.0,22.22222222222222,73.33333333333333,3.051788330078125
6973,6973.0,1.0,39.0,1982.0,1.0,10.0,3.0,2.0,120000.0,120000.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,0.0,4.0,1.0,80.0,20.0,0.0,73.33333333333333,1.528630018234253
6977,6977.0,1.0,38.0,1983.0,8.0,4.0,3.0,1.0,60000.0,60000.0,5.0,5.0,7.0,5.0,3.0,3.0,1.0,3.0,2.0,5.0,0.0,3.0,1.0,80.0,100.0,22.22222222222222,66.66666666666666,1.6366316080093384
6979,6979.0,1.0,47.0,1974.0,1.0,6.0,3.0,1.0,24000.0,20000.0,2.0,4.0,1.0,7.0,5.0,3.0,2.0,2.0,4.0,2.0,0.0,4.0,1.0,50.0,80.0,0.0,53.333333333333336,1.2422045469284058
6982,6982.0,1.0,56.0,1965.0,1.0,4.0,5.0,5.0,7000.0,7000.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,2.0,30.0,20.0,0.0,40.0,0.9279582500457764
6983,6983.0,2.0,56.0,1965.0,1.0,4.0,7.0,0.0,55000.0,55000.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,40.0,40.0,0.0,40.0,0.7228516936302185
6987,6987.0,2.0,35.0,1986.0,1.0,12.0,3.0,1.0,90000.0,90000.0,3.0,6.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,50.0,60.0,22.22222222222222,60.0,0.60896897315979
6989,6989.0,2.0,46.0,1975.0,1.0,9.0,3.0,1.0,50000.0,50000.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,50.0,80.0,11.11111111111111,33.33333333333333,1.1392865180969238
6991,6991.0,1.0,70.0,1951.0,1.0,6.0,3.0,1.0,54000.0,0.0,1.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,0.0,3.0,1.0,50.0,80.0,22.22222222222222,73.33333333333333,0.4978911280632019
6992,6992.0,2.0,39.0,1982.0,1.0,7.0,3.0,3.0,100000.0,100000.0,8.0,6.0,10.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,60.0,0.6833468675613403
6994,6994.0,2.0,54.0,1967.0,1.0,6.0,3.0,1.0,10000.0,10000.0,1.0,1.0,3.0,2.0,4.0,6.0,3.0,5.0,5.0,4.0,0.0,4.0,1.0,50.0,60.0,22.22222222222222,93.33333333333333,0.7578774094581604
6995,6995.0,1.0,43.0,1978.0,1.0,4.0,3.0,1.0,50000.0,50000.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,4.0,60.0,80.0,0.0,80.0,2.3824901580810547
6996,6996.0,2.0,85.0,1936.0,1.0,1.0,7.0,2.0,36000.0,0.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,0.0,3.0,5.0,40.0,40.0,0.0,53.333333333333336,0.4285938143730163
7002,7002.0,1.0,71.0,1950.0,1.0,3.0,3.0,1.0,24000.0,0.0,5.0,5.0,7.0,3.0,5.0,6.0,3.0,2.0,5.0,2.0,0.0,1.0,5.0,30.0,60.0,22.22222222222222,60.0,0.8933448791503906
7004,7004.0,1.0,38.0,1983.0,1.0,6.0,3.0,3.0,50000.0,50000.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,0.0,5.0,1.0,60.0,80.0,0.0,60.0,0.8772444725036621
7005,7005.0,2.0,57.0,1964.0,1.0,3.0,3.0,3.0,25000.0,0.0,4.0,4.0,4.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,20.0,20.0,0.0,20.0,0.6951900720596313
7013,7013.0,1.0,33.0,1988.0,1.0,6.0,3.0,2.0,60000.0,60000.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,0.0,5.0,1.0,60.0,20.0,0.0,80.0,1.635776400566101
7017,7017.0,1.0,31.0,1990.0,1.0,9.0,3.0,0.0,180000.0,180000.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,2.0,30.0,20.0,11.11111111111111,40.0,1.9259430170059204
7029,7029.0,2.0,66.0,1955.0,4.0,1.0,3.0,8.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,0.0,4.0,5.0,30.0,80.0,0.0,46.666666666666664,0.220629796385765
7032,7032.0,1.0,58.0,1963.0,1.0,4.0,3.0,3.0,36000.0,36000.0,5.0,5.0,9.0,5.0,4.0,6.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,20.0,20.0,44.44444444444444,20.0,0.9279582500457764
7037,7037.0,2.0,32.0,1989.0,8.0,4.0,3.0,4.0,30000.0,30000.0,4.0,3.0,6.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,30.0,20.0,22.22222222222222,40.0,1.606249213218689
